facility_id,stroke_measure_name,stroke_score,compared_to_national
050573,Death rate for stroke patients,11,No Different Than the National Rate
050580,Death rate for stroke patients,Not Available,Number of Cases Too Small
050581,Death rate for stroke patients,14.1,No Different Than the National Rate
050586,Death rate for stroke patients,Not Available,Number of Cases Too Small
050588,Death rate for stroke patients,Not Available,Number of Cases Too Small
050589,Death rate for stroke patients,12.4,No Different Than the National Rate
050590,Death rate for stroke patients,12.3,No Different Than the National Rate
050597,Death rate for stroke patients,12.6,No Different Than the National Rate
050599,Death rate for stroke patients,10.7,Better Than the National Rate
050603,Death rate for stroke patients,15.4,No Different Than the National Rate
050604,Death rate for stroke patients,Not Available,Number of Cases Too Small
050608,Death rate for stroke patients,Not Available,Number of Cases Too Small
050609,Death rate for stroke patients,Not Available,Number of Cases Too Small
050624,Death rate for stroke patients,10.7,No Different Than the National Rate
050625,Death rate for stroke patients,10.6,Better Than the National Rate
050633,Death rate for stroke patients,15.2,No Different Than the National Rate
050636,Death rate for stroke patients,14.5,No Different Than the National Rate
050641,Death rate for stroke patients,Not Available,Number of Cases Too Small
050663,Death rate for stroke patients,Not Available,Number of Cases Too Small
050668,Death rate for stroke patients,Not Available,Not Available
050674,Death rate for stroke patients,15.9,No Different Than the National Rate
050677,Death rate for stroke patients,Not Available,Number of Cases Too Small
050678,Death rate for stroke patients,11.8,No Different Than the National Rate
050684,Death rate for stroke patients,Not Available,Number of Cases Too Small
050686,Death rate for stroke patients,Not Available,Number of Cases Too Small
050689,Death rate for stroke patients,11.5,No Different Than the National Rate
050690,Death rate for stroke patients,Not Available,Number of Cases Too Small
050696,Death rate for stroke patients,13.5,No Different Than the National Rate
050697,Death rate for stroke patients,Not Available,Not Available
050701,Death rate for stroke patients,13,No Different Than the National Rate
050704,Death rate for stroke patients,Not Available,Number of Cases Too Small
050708,Death rate for stroke patients,Not Available,Not Available
050709,Death rate for stroke patients,12.2,No Different Than the National Rate
050710,Death rate for stroke patients,Not Available,Number of Cases Too Small
050714,Death rate for stroke patients,Not Available,Not Available
050717,Death rate for stroke patients,Not Available,Number of Cases Too Small
050723,Death rate for stroke patients,Not Available,Number of Cases Too Small
050726,Death rate for stroke patients,Not Available,Not Available
050735,Death rate for stroke patients,Not Available,Number of Cases Too Small
050736,Death rate for stroke patients,Not Available,Number of Cases Too Small
050737,Death rate for stroke patients,12.6,No Different Than the National Rate
050738,Death rate for stroke patients,Not Available,Number of Cases Too Small
050739,Death rate for stroke patients,9.9,No Different Than the National Rate
050740,Death rate for stroke patients,11.8,No Different Than the National Rate
050744,Death rate for stroke patients,Not Available,Number of Cases Too Small
050745,Death rate for stroke patients,Not Available,Number of Cases Too Small
050746,Death rate for stroke patients,12.5,No Different Than the National Rate
050747,Death rate for stroke patients,Not Available,Number of Cases Too Small
050748,Death rate for stroke patients,Not Available,Number of Cases Too Small
050755,Death rate for stroke patients,13.4,No Different Than the National Rate
050758,Death rate for stroke patients,Not Available,Number of Cases Too Small
050760,Death rate for stroke patients,13,No Different Than the National Rate
050761,Death rate for stroke patients,9.4,Better Than the National Rate
050763,Death rate for stroke patients,Not Available,Number of Cases Too Small
050764,Death rate for stroke patients,12.4,No Different Than the National Rate
050765,Death rate for stroke patients,Not Available,Number of Cases Too Small
050766,Death rate for stroke patients,Not Available,Not Available
050767,Death rate for stroke patients,Not Available,Number of Cases Too Small
050769,Death rate for stroke patients,Not Available,Not Available
050770,Death rate for stroke patients,12.6,No Different Than the National Rate
050771,Death rate for stroke patients,Not Available,Number of Cases Too Small
050772,Death rate for stroke patients,Not Available,Number of Cases Too Small
050775,Death rate for stroke patients,13.3,No Different Than the National Rate
050776,Death rate for stroke patients,Not Available,Number of Cases Too Small
050777,Death rate for stroke patients,Not Available,Number of Cases Too Small
050778,Death rate for stroke patients,Not Available,Not Available
050779,Death rate for stroke patients,Not Available,Number of Cases Too Small
050780,Death rate for stroke patients,Not Available,Number of Cases Too Small
050782,Death rate for stroke patients,Not Available,Number of Cases Too Small
050783,Death rate for stroke patients,Not Available,Number of Cases Too Small
050784,Death rate for stroke patients,Not Available,Number of Cases Too Small
050785,Death rate for stroke patients,Not Available,Not Available
050854,Death rate for stroke patients,Not Available,Not Available
050855,Death rate for stroke patients,Not Available,Not Available
05114F,Death rate for stroke patients,Not Available,Not Available
05127F,Death rate for stroke patients,Not Available,Not Available
05128F,Death rate for stroke patients,Not Available,Not Available
051300,Death rate for stroke patients,Not Available,Not Available
051301,Death rate for stroke patients,Not Available,Number of Cases Too Small
051302,Death rate for stroke patients,Not Available,Not Available
051303,Death rate for stroke patients,Not Available,Number of Cases Too Small
051304,Death rate for stroke patients,Not Available,Number of Cases Too Small
051305,Death rate for stroke patients,Not Available,Number of Cases Too Small
051306,Death rate for stroke patients,Not Available,Number of Cases Too Small
051307,Death rate for stroke patients,Not Available,Not Available
051308,Death rate for stroke patients,Not Available,Not Available
051309,Death rate for stroke patients,Not Available,Not Available
05130F,Death rate for stroke patients,Not Available,Not Available
051310,Death rate for stroke patients,13,No Different Than the National Rate
051311,Death rate for stroke patients,Not Available,Number of Cases Too Small
051312,Death rate for stroke patients,Not Available,Not Available
051314,Death rate for stroke patients,Not Available,Not Available
051315,Death rate for stroke patients,Not Available,Not Available
051316,Death rate for stroke patients,14.8,No Different Than the National Rate
051317,Death rate for stroke patients,13.3,No Different Than the National Rate
051318,Death rate for stroke patients,Not Available,Number of Cases Too Small
051319,Death rate for stroke patients,14.4,No Different Than the National Rate
051320,Death rate for stroke patients,Not Available,Number of Cases Too Small
051321,Death rate for stroke patients,Not Available,Number of Cases Too Small
051323,Death rate for stroke patients,Not Available,Not Available
051324,Death rate for stroke patients,Not Available,Number of Cases Too Small
051325,Death rate for stroke patients,14.9,No Different Than the National Rate
051326,Death rate for stroke patients,Not Available,Number of Cases Too Small
051327,Death rate for stroke patients,Not Available,Not Available
051328,Death rate for stroke patients,Not Available,Number of Cases Too Small
